Date,Net Worth,Action
2023-04-19 01:30:00,33632.0301,2
2023-04-19 01:31:00,33632.0301,2
2023-04-19 01:32:00,33632.0301,2
2023-04-19 01:33:00,33632.0301,2
2023-04-19 01:35:00,33632.0301,2
2023-04-19 01:36:00,33632.0301,2
2023-04-19 01:38:00,33632.0301,2
2023-04-19 01:39:00,33632.0301,2
2023-04-19 01:40:00,33632.0301,2
2023-04-19 01:42:00,33632.0301,2
2023-04-19 01:43:00,33632.0301,2
2023-04-19 01:44:00,33632.02528861794,0
2023-04-19 01:46:00,33632.032753733874,2
2023-04-19 01:47:00,33632.032753733874,2
2023-04-19 01:48:00,33632.01368897625,2
2023-04-19 01:49:00,33632.00243387838,2
2023-04-19 01:50:00,33632.01667502263,2
2023-04-19 01:52:00,33632.00633870825,2
2023-04-19 01:53:00,33632.00622386031,2
2023-04-19 01:55:00,33632.00840597112,2
2023-04-19 01:56:00,33632.005419924746,2
2023-04-19 01:59:00,33632.012081105124,2
2023-04-19 02:01:00,33631.99829935262,2
2023-04-19 02:02:00,33632.0095544505,2
2023-04-19 02:06:00,33632.01897198137,2
2023-04-19 02:07:00,33632.019890764874,2
2023-04-19 02:08:00,33632.01162171338,2
2023-04-19 02:09:00,33632.017823502,2
2023-04-19 02:10:00,33632.02540346587,2
2023-04-19 02:12:00,33632.024944074125,2
2023-04-19 02:16:00,33632.02379559475,2
2023-04-19 02:17:00,33632.019890764874,2
2023-04-19 02:20:00,33632.019661068996,2
2023-04-19 02:21:00,33632.01885713344,2
2023-04-19 02:25:00,33632.01759380612,2
2023-04-19 02:27:00,33632.01759380612,2
2023-04-19 02:28:00,33632.02264711537,2
2023-04-19 02:29:00,33632.018512589624,2
2023-04-19 02:30:00,33632.02126894012,2
2023-04-19 02:31:00,33632.01759380612,2
2023-04-19 02:32:00,33632.01759380612,2
2023-04-19 02:33:00,33632.0169047185,2
2023-04-19 02:34:00,33632.01759380612,2
2023-04-19 02:35:00,33632.01345928037,2
2023-04-19 02:36:00,33632.01345928037,2
2023-04-19 02:37:00,33632.012999888626,2
2023-04-19 02:38:00,33632.012310801,2
2023-04-19 02:40:00,33632.006568404126,2
2023-04-19 02:41:00,33632.01460775975,2
2023-04-19 02:42:00,33632.01897198137,2
2023-04-19 02:43:00,33632.01621563087,2
2023-04-19 02:44:00,33632.01334443244,2
2023-04-19 02:45:00,33632.00702779587,2
2023-04-19 02:48:00,33632.019431373126,2
2023-04-19 02:50:00,33632.020809548376,2
2023-04-19 02:51:00,33632.02012046075,2
2023-04-19 02:52:00,33632.02035015662,2
2023-04-19 02:53:00,33632.02035015662,2
2023-04-19 02:54:00,33632.019890764874,2
2023-04-19 02:56:00,33632.01805319788,2
2023-04-19 02:58:00,33632.02815981637,2
2023-04-19 02:59:00,33632.032753733874,2
2023-04-19 03:00:00,33632.026322249374,2
2023-04-19 03:09:00,33632.02448468238,2
2023-04-19 03:10:00,33632.03367251738,2
2023-04-19 03:12:00,33632.0334428215,2
2023-04-19 03:14:00,33632.03688825962,2
2023-04-19 03:15:00,33632.035280388496,2
2023-04-19 03:17:00,33632.02448468238,2
2023-04-19 03:19:00,33632.024944074125,2
2023-04-19 03:21:00,33632.02586285763,2
2023-04-19 03:22:00,33632.01254049687,2
2023-04-19 03:23:00,33632.02035015662,2
2023-04-19 03:25:00,33632.012999888626,2
2023-04-19 03:27:00,33632.01001384225,2
2023-04-19 03:28:00,33632.01116232162,2
2023-04-19 03:29:00,33632.00564962062,2
2023-04-19 03:31:00,33632.010473234,2
2023-04-19 03:34:00,33631.988652125874,2
2023-04-19 03:35:00,33632.00473083712,2
2023-04-19 03:36:00,33632.01254049687,2
2023-04-19 03:38:00,33632.012425648936,2
2023-04-19 03:39:00,33632.01552654325,2
2023-04-19 03:41:00,33632.00840597112,2
2023-04-19 03:42:00,33632.00748718763,2
2023-04-19 03:43:00,33632.00748718763,2
2023-04-19 03:44:00,33632.007946579375,2
2023-04-19 03:45:00,33632.010702929874,2
2023-04-19 03:46:00,33632.010702929874,2
2023-04-19 03:47:00,33632.00840597112,2
2023-04-19 03:48:00,33632.0067981,2
2023-04-19 03:49:00,33632.00473083712,2
2023-04-19 03:50:00,33632.004271445374,2
2023-04-19 03:51:00,33631.993935131,2
2023-04-19 03:52:00,33631.995083610374,2
2023-04-19 03:53:00,33631.99829935262,2
2023-04-19 03:57:00,33631.98681455888,2
2023-04-19 03:58:00,33631.99462421863,2
2023-04-19 03:59:00,33631.97957913881,2
2023-04-19 04:02:00,33631.992327259875,2
2023-04-19 04:04:00,33631.98130185787,2
2023-04-19 04:06:00,33631.98405820838,2
2023-04-19 04:07:00,33631.98038307438,2
2023-04-19 04:08:00,33631.98520668775,2
2023-04-19 04:10:00,33631.99255695575,2
2023-04-19 04:11:00,33631.99600239388,2
2023-04-19 04:12:00,33632.000136919625,2
2023-04-19 04:14:00,33631.99692117737,2
2023-04-19 04:16:00,33632.00335266187,2
2023-04-19 04:19:00,33632.001515094875,2
2023-04-19 04:20:00,33631.99896798583,1
2023-04-19 04:21:00,33631.99586709152,2
2023-04-19 04:22:00,33631.99131911319,2
2023-04-19 04:24:00,33631.996280544095,2
2023-04-19 04:25:00,33632.00496304817,2
2023-04-19 04:27:00,33632.002068880145,2
2023-04-19 04:30:00,33631.99855453326,2
2023-04-19 04:31:00,33631.99214601835,2
2023-04-19 04:33:00,33631.97850208337,2
2023-04-19 04:36:00,33631.990492208046,2
2023-04-19 04:37:00,33631.98925185032,2
2023-04-19 04:39:00,33631.98201643026,2
2023-04-19 04:41:00,33631.98491059829,2
2023-04-19 04:42:00,33631.990285481756,2
2023-04-19 04:44:00,33631.98387696685,2
2023-04-19 04:45:00,33631.988838397745,2
2023-04-19 04:46:00,33631.98759804002,2
2023-04-19 04:47:00,33631.9880114926,2
2023-04-19 04:49:00,33631.98346351427,2
2023-04-19 04:50:00,33631.9880114926,2
2023-04-19 04:51:00,33631.99597045466,2
2023-04-19 04:53:00,33631.98759804002,2
2023-04-19 04:58:00,33631.99173256577,2
2023-04-19 04:59:00,33631.99834780697,2
2023-04-19 05:00:00,33631.99421328122,2
2023-04-19 05:03:00,33631.985944229724,2
2023-04-19 05:05:00,33631.99090566062,2
2023-04-19 05:06:00,33631.98759804002,2
2023-04-19 05:10:00,33631.985944229724,2
2023-04-19 05:11:00,33631.98367024056,2
2023-04-19 05:12:00,33631.989975392324,2
2023-04-19 05:14:00,33631.990698934336,2
2023-04-19 05:16:00,33631.98656440858,2
2023-04-19 05:20:00,33631.9863576823,2
2023-04-19 05:24:00,33632.001241975,2
2023-04-19 05:25:00,33632.006616858474,2
2023-04-19 05:26:00,33632.00744376362,2
2023-04-19 05:30:00,33632.00454959559,2
2023-04-19 05:32:00,33631.99896798583,2
2023-04-19 05:34:00,33631.996280544095,2
2023-04-19 05:35:00,33632.00082852242,2
2023-04-19 05:36:00,33631.99855453326,2
2023-04-19 05:39:00,33632.00475632188,2
2023-04-19 05:40:00,33632.00382605359,2
2023-04-19 05:45:00,33632.00537650075,2
2023-04-19 05:46:00,33632.00454959559,2
2023-04-19 05:50:00,33632.002068880145,2
2023-04-19 05:51:00,33631.99524691266,2
2023-04-19 05:53:00,33631.98346351427,2
2023-04-19 05:54:00,33631.98615095601,2
2023-04-19 05:55:00,33631.98056934625,2
2023-04-19 05:56:00,33631.96775231642,2
2023-04-19 05:58:00,33631.956382370605,2
2023-04-19 06:02:00,33631.95534873917,2
2023-04-19 06:04:00,33631.95245457115,2
2023-04-19 06:05:00,33631.956589096895,2
2023-04-19 06:06:00,33631.95121421342,2
2023-04-19 06:09:00,33631.949146950545,2
2023-04-19 06:11:00,33631.945012424796,2
2023-04-19 06:15:00,33631.94956040312,2
2023-04-19 06:16:00,33631.95162766599,2
2023-04-19 06:17:00,33631.95700254947,2
2023-04-19 06:18:00,33631.95307475001,2
2023-04-19 06:20:00,33631.94232498306,2
2023-04-19 06:22:00,33631.94087789905,2
2023-04-19 06:23:00,33631.94552924052,2
2023-04-19 06:24:00,33631.947699866534,2
2023-04-19 06:25:00,33631.9483200454,2
2023-04-19 06:26:00,33631.94542587737,2
2023-04-19 06:27:00,33631.94087789905,2
2023-04-19 06:28:00,33631.93984426761,2
2023-04-19 06:29:00,33631.939017362456,2
2023-04-19 06:30:00,33631.930334858385,2
2023-04-19 06:34:00,33631.93384920527,2
2023-04-19 06:35:00,33631.945219151086,2
2023-04-19 06:36:00,33631.937570278445,2
2023-04-19 06:38:00,33631.93715682587,2
2023-04-19 06:40:00,33631.92247925946,2
2023-04-19 06:43:00,33631.92930122695,2
2023-04-19 06:44:00,33631.92857768494,2
2023-04-19 06:45:00,33631.930128132095,2
2023-04-19 06:46:00,33631.93054158467,2
2023-04-19 06:48:00,33631.93136848982,2
2023-04-19 06:51:00,33631.914106844815,2
2023-04-19 06:52:00,33631.90656133532,2
2023-04-19 06:55:00,33631.908008419334,2
2023-04-19 06:57:00,33631.91069586107,2
2023-04-19 06:59:00,33631.91607074455,2
2023-04-19 07:00:00,33631.92661378521,2
2023-04-19 07:05:00,33631.92061872287,2
2023-04-19 07:06:00,33631.92971467952,2
2023-04-19 07:07:00,33631.935089563,2
2023-04-19 07:08:00,33631.9334357527,2
2023-04-19 07:10:00,33631.93260884754,2
2023-04-19 07:11:00,33631.92930122695,2
2023-04-19 07:12:00,33631.92392634347,2
2023-04-19 07:14:00,33631.921445628024,2
2023-04-19 07:17:00,33631.93715682587,2
2023-04-19 07:18:00,33631.92806086922,2
2023-04-19 07:21:00,33631.91731110227,2
2023-04-19 07:31:00,33631.905320977596,2
2023-04-19 07:33:00,33631.89746537867,2
2023-04-19 07:34:00,33631.814051321664,2
2023-04-19 07:45:00,33631.73683905329,2
2023-04-19 07:47:00,33631.74572828365,2
2023-04-19 07:50:00,33631.74882917796,2
2023-04-19 07:55:00,33631.740766852745,2
2023-04-19 08:00:00,33631.739423131876,2
2023-04-19 08:01:00,33631.751103167124,2
2023-04-19 08:02:00,33631.71678660339,2
2023-04-19 08:04:00,33631.68474402883,2
2023-04-19 08:09:00,33631.60164006126,2
2023-04-19 08:10:00,33631.588202852574,2
2023-04-19 08:11:00,33631.59915934581,2
2023-04-19 08:12:00,33631.610115839045,2
2023-04-19 08:14:00,33631.626447215756,2
2023-04-19 08:15:00,33631.621692511144,2
2023-04-19 08:16:00,33631.630375015215,1
2023-04-19 08:17:00,33631.596885356645,2
2023-04-19 08:19:00,33631.602466966404,2
2023-04-19 08:21:00,33631.59316428347,2
2023-04-19 08:22:00,33631.5939084981,2
2023-04-19 08:23:00,33631.5980016786,2
2023-04-19 08:24:00,33631.59725746396,2
2023-04-19 08:25:00,33631.581256849306,2
2023-04-19 08:27:00,33631.58907110298,2
2023-04-19 08:28:00,33631.589443210294,2
2023-04-19 08:29:00,33631.59614114201,2
2023-04-19 08:30:00,33631.6097230591,2
2023-04-19 08:31:00,33631.60358328836,2
2023-04-19 08:32:00,33631.590187424925,2
2023-04-19 08:33:00,33631.59037347859,2
2023-04-19 08:39:00,33631.596327195664,2
2023-04-19 08:40:00,33631.59037347859,2
2023-04-19 08:43:00,33631.59986221518,2
2023-04-19 08:44:00,33631.59614114201,2
2023-04-19 08:46:00,33631.604327502995,2
2023-04-19 08:52:00,33631.604327502995,2
2023-04-19 08:54:00,33631.59576903469,2
2023-04-19 08:55:00,33631.571116924904,2
2023-04-19 09:00:00,33631.57009362978,2
2023-04-19 09:02:00,33631.56376780538,2
2023-04-19 09:03:00,33631.562279376114,2
2023-04-19 09:06:00,33631.557441980985,2
2023-04-19 09:07:00,33631.56246542977,2
2023-04-19 09:11:00,33631.56786098588,2
2023-04-19 09:13:00,33631.57009362978,2
2023-04-19 09:15:00,33631.57009362978,2
2023-04-19 09:16:00,33631.5619072688,2
2023-04-19 09:17:00,33631.564139912705,2
2023-04-19 09:20:00,33631.56748887856,2
2023-04-19 09:21:00,33631.58832688834,2
2023-04-19 09:22:00,33631.5853500298,2
2023-04-19 09:24:00,33631.58646635175,2
2023-04-19 09:25:00,33631.58916412981,2
2023-04-19 09:27:00,33631.58023355419,2
2023-04-19 09:28:00,33631.573814702955,2
2023-04-19 09:32:00,33631.56786098588,2
2023-04-19 09:34:00,33631.56879125417,2
2023-04-19 09:35:00,33631.57939631272,2
2023-04-19 09:36:00,33631.568233093196,2
2023-04-19 09:38:00,33631.57530313223,2
2023-04-19 09:42:00,33631.57009362978,2
2023-04-19 09:43:00,33631.56934941515,2
2023-04-19 09:44:00,33631.568233093196,2
2023-04-19 09:45:00,33631.566279529776,2
2023-04-19 09:46:00,33631.573814702955,2
2023-04-19 09:47:00,33631.565442288316,2
2023-04-19 09:48:00,33631.569721522465,2
2023-04-19 09:49:00,33631.57660550784,2
2023-04-19 09:50:00,33631.57288443467,2
2023-04-19 09:54:00,33631.566372556605,2
2023-04-19 09:55:00,33631.56395385905,2
2023-04-19 09:57:00,33631.57009362978,2
2023-04-19 09:58:00,33631.565442288316,2
2023-04-19 10:00:00,33631.551860371226,2
2023-04-19 10:01:00,33631.549255620004,2
2023-04-19 10:05:00,33631.560790946845,2
2023-04-19 10:07:00,33631.551860371226,2
2023-04-19 10:09:00,33631.55576749806,2
2023-04-19 10:10:00,33631.56041883953,2
2023-04-19 10:12:00,33631.5609770005,2
2023-04-19 10:13:00,33631.552604585864,2
2023-04-19 10:14:00,33631.54888351269,2
2023-04-19 10:15:00,33631.54348795658,2
2023-04-19 10:16:00,33631.54004596389,2
2023-04-19 10:17:00,33631.53548764926,2
2023-04-19 10:20:00,33631.53102236144,2
2023-04-19 10:21:00,33631.526836154124,2
2023-04-19 10:23:00,33631.532882898035,2
2023-04-19 10:26:00,33631.529533932175,2
2023-04-19 10:29:00,33631.52785944925,2
2023-04-19 10:31:00,33631.52599891266,2
2023-04-19 10:32:00,33631.52525469803,2
2023-04-19 10:33:00,33631.52171967851,2
2023-04-19 10:34:00,33631.52283600046,2
2023-04-19 10:35:00,33631.52116151753,2
2023-04-19 10:36:00,33631.50944013703,2
2023-04-19 10:38:00,33631.514649639474,2
2023-04-19 10:40:00,33631.5109285663,2
2023-04-19 10:41:00,33631.51911492729,2
2023-04-19 10:42:00,33631.51911492729,2
2023-04-19 10:43:00,33631.53613883706,2
2023-04-19 10:44:00,33631.54144136634,2
2023-04-19 10:45:00,33631.538464507794,2
2023-04-19 10:47:00,33631.54125531267,2
2023-04-19 10:48:00,33631.54292979561,2
2023-04-19 10:49:00,33631.539766883405,2
2023-04-19 10:50:00,33631.51837071265,2
2023-04-19 10:51:00,33631.53511554194,2
2023-04-19 10:52:00,33631.526184966315,2
2023-04-19 10:53:00,33631.526091939486,2
2023-04-19 10:54:00,33631.524696537046,2
2023-04-19 10:55:00,33631.514649639474,2
2023-04-19 10:56:00,33631.51985914192,2
2023-04-19 10:58:00,33631.531394468766,2
2023-04-19 10:59:00,33631.52730128827,2
2023-04-19 11:00:00,33631.53548764926,2
2023-04-19 11:01:00,33631.54144136634,2
2023-04-19 11:02:00,33631.53939477609,2
2023-04-19 11:03:00,33631.54627876146,2
2023-04-19 11:04:00,33631.54813929805,2
2023-04-19 11:05:00,33631.54813929805,2
2023-04-19 11:06:00,33631.548511405366,2
2023-04-19 11:08:00,33631.54813929805,2
2023-04-19 11:09:00,33631.54339492975,2
2023-04-19 11:12:00,33631.545906654144,2
2023-04-19 11:13:00,33631.54367401024,2
2023-04-19 11:14:00,33631.54367401024,2
2023-04-19 11:15:00,33631.54218558097,2
2023-04-19 11:16:00,33631.53920872243,2
2023-04-19 11:17:00,33631.545906654144,2
2023-04-19 11:18:00,33631.54627876146,2
2023-04-19 11:19:00,33631.539022668774,2
2023-04-19 11:20:00,33631.547767190736,2
2023-04-19 11:21:00,33631.55502328342,2
2023-04-19 11:22:00,33631.56200029563,2
2023-04-19 11:23:00,33631.56376780538,2
2023-04-19 11:24:00,33631.56376780538,2
2023-04-19 11:25:00,33631.56441899319,2
2023-04-19 11:27:00,33631.5704657371,2
2023-04-19 11:28:00,33631.57465194442,2
2023-04-19 11:29:00,33631.56804703954,2
2023-04-19 11:31:00,33631.56525623466,2
2023-04-19 11:32:00,33631.556697766355,2
2023-04-19 11:33:00,33631.55297669318,2
2023-04-19 11:34:00,33631.55074404927,2
2023-04-19 11:35:00,33631.55148826391,2
2023-04-19 11:36:00,33631.54841837854,2
2023-04-19 11:37:00,33631.55483722976,2
2023-04-19 11:38:00,33631.55576749806,2
2023-04-19 11:40:00,33631.55297669318,2
2023-04-19 11:41:00,33631.549999834635,2
2023-04-19 11:43:00,33631.54553454683,2
2023-04-19 11:44:00,33631.55223247854,2
2023-04-19 11:45:00,33631.555209337086,2
2023-04-19 11:46:00,33631.55725592733,2
2023-04-19 11:47:00,33631.55995370538,2
2023-04-19 11:48:00,33631.55930251758,2
2023-04-19 11:49:00,33631.54292979561,2
2023-04-19 11:50:00,33631.54460427853,2
2023-04-19 11:51:00,33631.544418224876,2
2023-04-19 11:52:00,33631.544418224876,2
2023-04-19 11:53:00,33631.54199952731,2
2023-04-19 11:55:00,33631.54265071512,2
2023-04-19 11:57:00,33631.54274374195,2
2023-04-19 11:58:00,33631.54534849317,2
2023-04-19 11:59:00,33631.54218558097,2
2023-04-19 12:00:00,33631.53548764926,2
2023-04-19 12:02:00,33631.5353015956,2
2023-04-19 12:04:00,33631.536976078525,2
2023-04-19 12:05:00,33631.53772029316,2
2023-04-19 12:06:00,33631.536976078525,2
2023-04-19 12:07:00,33631.52990603949,2
2023-04-19 12:08:00,33631.536976078525,2
2023-04-19 12:09:00,33631.5343713273,2
2023-04-19 12:10:00,33631.53865056145,2
2023-04-19 12:11:00,33631.54237163463,2
2023-04-19 12:12:00,33631.54534849317,2
2023-04-19 12:13:00,33631.54144136634,2
2023-04-19 12:14:00,33631.541627419996,2
2023-04-19 12:15:00,33631.54479033219,2
2023-04-19 12:16:00,33631.544418224876,2
2023-04-19 12:17:00,33631.547209029755,2
2023-04-19 12:18:00,33631.53930174926,2
2023-04-19 12:19:00,33631.53660397121,2
2023-04-19 12:20:00,33631.539859910234,2
2023-04-19 12:22:00,33631.5391156956,2
2023-04-19 12:23:00,33631.54088320536,2
2023-04-19 12:24:00,33631.541069259016,2
2023-04-19 12:27:00,33631.541627419996,2
2023-04-19 12:28:00,33631.5460927078,2
2023-04-19 12:29:00,33631.547767190736,2
2023-04-19 12:31:00,33631.549255620004,2
2023-04-19 12:32:00,33631.54758113707,2
2023-04-19 12:33:00,33631.551860371226,2
2023-04-19 12:34:00,33631.54813929805,2
2023-04-19 12:35:00,33631.544418224876,2
2023-04-19 12:37:00,33631.545906654144,2
2023-04-19 12:38:00,33631.55037194196,2
2023-04-19 12:39:00,33631.55446512245,2
2023-04-19 12:40:00,33631.55223247854,2
2023-04-19 12:41:00,33631.55223247854,2
2023-04-19 12:42:00,33631.55446512245,2
2023-04-19 12:43:00,33631.54841837854,2
2023-04-19 12:44:00,33631.54767416391,2
2023-04-19 12:45:00,33631.551302210246,2
2023-04-19 12:46:00,33631.542557688284,2
2023-04-19 12:47:00,33631.54534849317,2
2023-04-19 12:48:00,33631.5501858883,2
2023-04-19 12:49:00,33631.54944167366,2
2023-04-19 12:50:00,33631.54292979561,2
2023-04-19 12:51:00,33631.53809240048,2
2023-04-19 12:52:00,33631.53809240048,2
2023-04-19 12:53:00,33631.54283676878,2
2023-04-19 12:54:00,33631.542557688284,2
2023-04-19 12:55:00,33631.54665086878,2
2023-04-19 12:56:00,33631.55158129074,2
2023-04-19 12:57:00,33631.55046496879,2
2023-04-19 12:59:00,33631.55148826391,2
2023-04-19 13:01:00,33631.55009286147,2
2023-04-19 13:02:00,33631.551302210246,2
2023-04-19 13:03:00,33631.55372090781,2
2023-04-19 13:04:00,33631.55074404927,2
2023-04-19 13:05:00,33631.55855830294,2
2023-04-19 13:06:00,33631.5587443566,2
2023-04-19 13:07:00,33631.56451202002,2
2023-04-19 13:08:00,33631.56153516148,2
2023-04-19 13:09:00,33631.56023278587,2
2023-04-19 13:10:00,33631.557441980985,2
2023-04-19 13:11:00,33631.5565117127,2
2023-04-19 13:12:00,33631.55632565903,2
2023-04-19 13:14:00,33631.556139605374,2
2023-04-19 13:15:00,33631.56013975904,2
2023-04-19 13:16:00,33631.56051186636,2
2023-04-19 13:17:00,33631.56041883953,2
2023-04-19 13:19:00,33631.56533199193,0
2023-04-19 13:21:00,33631.55649814685,2
2023-04-19 13:22:00,33631.552081224305,2
2023-04-19 13:23:00,33631.55539391621,2
2023-04-19 13:24:00,33631.552357281966,2
2023-04-19 13:25:00,33631.543523436885,2
2023-04-19 13:26:00,33631.54297132157,2
2023-04-19 13:27:00,33631.54738824411,2
2023-04-19 13:28:00,33631.53800228371,2
2023-04-19 13:29:00,33631.53537973595,2
2023-04-19 13:30:00,33631.5407628603,2
2023-04-19 13:32:00,33631.55428968558,2
2023-04-19 13:34:00,33631.557326319824,2
2023-04-19 13:35:00,33631.55870660811,2
2023-04-19 13:36:00,33631.56533199193,2
2023-04-19 13:37:00,33631.56312353066,2
2023-04-19 13:38:00,33631.56477987661,2
2023-04-19 13:39:00,33631.557326319824,2
2023-04-19 13:40:00,33631.56312353066,2
2023-04-19 13:41:00,33631.564365790124,2
2023-04-19 13:43:00,33631.56892074149,2
2023-04-19 13:45:00,33631.57375175052,2
2023-04-19 13:46:00,33631.57195737574,2
2023-04-19 13:47:00,33631.568092568516,2
2023-04-19 13:49:00,33631.576926413596,2
2023-04-19 13:50:00,33631.57996304784,2
2023-04-19 13:51:00,33631.59321381546,2
2023-04-19 13:52:00,33631.61308996689,2
2023-04-19 13:53:00,33631.610053332646,2
2023-04-19 13:54:00,33631.59362790195,2
2023-04-19 13:56:00,33631.6023237182,2
2023-04-19 13:57:00,33631.60398006415,2
2023-04-19 13:58:00,33631.61281390923,2
2023-04-19 13:59:00,33631.62399424441,2
2023-04-19 14:00:00,33631.628825253436,2
2023-04-19 14:01:00,33631.62413227324,2
2023-04-19 14:03:00,33631.64069573276,2
2023-04-19 14:04:00,33631.63627881023,2
2023-04-19 14:05:00,33631.6371069832,2
2023-04-19 14:06:00,33631.63186188768,2
2023-04-19 14:07:00,33631.63020554173,2
2023-04-19 14:08:00,33631.628825253436,2
2023-04-19 14:09:00,33631.62772102281,2
2023-04-19 14:10:00,33631.618197033575,2
2023-04-19 14:11:00,33631.62178578314,2
2023-04-19 14:12:00,33631.62164775431,2
2023-04-19 14:13:00,33631.6197153507,2
2023-04-19 14:14:00,33631.6244083309,2
2023-04-19 14:15:00,33631.62289001377,2
2023-04-19 14:16:00,33631.62316607143,2
2023-04-19 14:17:00,33631.63172385885,2
2023-04-19 14:18:00,33631.62606467685,2
2023-04-19 14:19:00,33631.628963282266,2
2023-04-19 14:20:00,33631.63186188768,2
2023-04-19 14:21:00,33631.63186188768,2
2023-04-19 14:22:00,33631.63351823364,2
2023-04-19 14:23:00,33631.63641683906,2
2023-04-19 14:24:00,33631.63489852193,2
2023-04-19 14:25:00,33631.64207602106,2
2023-04-19 14:26:00,33631.64483728779,1
2023-04-19 14:27:00,33631.66123511272,2
2023-04-19 14:28:00,33631.67191854412,2
2023-04-19 14:29:00,33631.679247874956,2
2023-04-19 14:30:00,33631.67887519712,2
2023-04-19 14:31:00,33631.675148418726,2
2023-04-19 14:32:00,33631.67415461115,2
2023-04-19 14:33:00,33631.662477372185,2
2023-04-19 14:34:00,33631.66868866951,2
2023-04-19 14:35:00,33631.667694861935,2
2023-04-19 14:36:00,33631.657259882435,2
2023-04-19 14:37:00,33631.648564066185,2
2023-04-19 14:38:00,33631.65576917108,2
2023-04-19 14:39:00,33631.6534090458,1
2023-04-19 14:40:00,33631.65553330948,2
2023-04-19 14:41:00,33631.64770707486,2
2023-04-19 14:42:00,33631.64122248045,2
2023-04-19 14:43:00,33631.64882510837,2
2023-04-19 14:44:00,33631.64524740112,2
2023-04-19 14:45:00,33631.64301133408,2
2023-04-19 14:47:00,33631.63429067264,2
2023-04-19 14:48:00,33631.636750346384,2
2023-04-19 14:49:00,33631.63988084023,2
2023-04-19 14:50:00,33631.646924451394,2
2023-04-19 14:51:00,33631.645694614526,2
2023-04-19 14:52:00,33631.63965723353,2
2023-04-19 14:53:00,33631.636526739676,2
2023-04-19 14:54:00,33631.63451427934,2
2023-04-19 14:55:00,33631.635632312864,2
2023-04-19 14:56:00,33631.64189330056,2
2023-04-19 14:57:00,33631.64077526704,2
2023-04-19 14:58:00,33631.63853920001,2
2023-04-19 15:00:00,33631.6380919866,2
2023-04-19 15:01:00,33631.638427396654,2
